Department,Date,Active Cases
MADRE DE DIOS,2020-09-20,40
MOQUEGUA,2020-09-20,14
PASCO,2020-09-20,18
PIURA,2020-09-20,38
PUNO,2020-09-20,51
SAN MARTIN,2020-09-20,16
TACNA,2020-09-20,7
TUMBES,2020-09-20,12
UCAYALI,2020-09-20,36
AMAZONAS,2020-09-21,124
ANCASH,2020-09-21,147
APURIMAC,2020-09-21,51
AREQUIPA,2020-09-21,353
AYACUCHO,2020-09-21,93
CAJAMARCA,2020-09-21,73
CALLAO,2020-09-21,123
CUSCO,2020-09-21,145
HUANCAVELICA,2020-09-21,56
HUANUCO,2020-09-21,100
ICA,2020-09-21,189
JUNIN,2020-09-21,188
LA LIBERTAD,2020-09-21,158
LAMBAYEQUE,2020-09-21,90
LIMA,2020-09-21,1813
LORETO,2020-09-21,63
MADRE DE DIOS,2020-09-21,56
MOQUEGUA,2020-09-21,149
PASCO,2020-09-21,39
PIURA,2020-09-21,192
PUNO,2020-09-21,325
SAN MARTIN,2020-09-21,139
TACNA,2020-09-21,62
TUMBES,2020-09-21,73
UCAYALI,2020-09-21,77
AMAZONAS,2020-09-22,236
ANCASH,2020-09-22,193
APURIMAC,2020-09-22,77
AREQUIPA,2020-09-22,243
AYACUCHO,2020-09-22,99
CAJAMARCA,2020-09-22,125
CALLAO,2020-09-22,158
CUSCO,2020-09-22,128
HUANCAVELICA,2020-09-22,68
HUANUCO,2020-09-22,103
ICA,2020-09-22,240
JUNIN,2020-09-22,208
LA LIBERTAD,2020-09-22,313
LAMBAYEQUE,2020-09-22,220
LIMA,2020-09-22,1938
LORETO,2020-09-22,46
MADRE DE DIOS,2020-09-22,40
MOQUEGUA,2020-09-22,172
PASCO,2020-09-22,33
PIURA,2020-09-22,203
PUNO,2020-09-22,549
SAN MARTIN,2020-09-22,119
TACNA,2020-09-22,88
TUMBES,2020-09-22,42
UCAYALI,2020-09-22,122
AMAZONAS,2020-09-23,171
ANCASH,2020-09-23,220
APURIMAC,2020-09-23,48
AREQUIPA,2020-09-23,237
AYACUCHO,2020-09-23,112
CAJAMARCA,2020-09-23,117
CALLAO,2020-09-23,119
CUSCO,2020-09-23,226
HUANCAVELICA,2020-09-23,63
HUANUCO,2020-09-23,91
ICA,2020-09-23,204
JUNIN,2020-09-23,155
LA LIBERTAD,2020-09-23,178
LAMBAYEQUE,2020-09-23,201
LIMA,2020-09-23,1972
LORETO,2020-09-23,65
MADRE DE DIOS,2020-09-23,197
MOQUEGUA,2020-09-23,277
PASCO,2020-09-23,28
PIURA,2020-09-23,177
PUNO,2020-09-23,356
SAN MARTIN,2020-09-23,135
TACNA,2020-09-23,165
TUMBES,2020-09-23,52
UCAYALI,2020-09-23,39
AMAZONAS,2020-09-24,199
ANCASH,2020-09-24,116
APURIMAC,2020-09-24,46
AREQUIPA,2020-09-24,342
AYACUCHO,2020-09-24,97
CAJAMARCA,2020-09-24,102
CALLAO,2020-09-24,135
CUSCO,2020-09-24,161
HUANCAVELICA,2020-09-24,90
HUANUCO,2020-09-24,76
ICA,2020-09-24,213
JUNIN,2020-09-24,153
LA LIBERTAD,2020-09-24,152
LAMBAYEQUE,2020-09-24,134
LIMA,2020-09-24,1878
LORETO,2020-09-24,60
MADRE DE DIOS,2020-09-24,27
MOQUEGUA,2020-09-24,62
PASCO,2020-09-24,20
PIURA,2020-09-24,79
PUNO,2020-09-24,393
SAN MARTIN,2020-09-24,121
TACNA,2020-09-24,131
TUMBES,2020-09-24,66
UCAYALI,2020-09-24,40
AMAZONAS,2020-09-25,130
ANCASH,2020-09-25,150
APURIMAC,2020-09-25,50
AREQUIPA,2020-09-25,262
AYACUCHO,2020-09-25,95
CAJAMARCA,2020-09-25,78
CALLAO,2020-09-25,118
CUSCO,2020-09-25,123
HUANCAVELICA,2020-09-25,72
HUANUCO,2020-09-25,85
ICA,2020-09-25,242
JUNIN,2020-09-25,112
LA LIBERTAD,2020-09-25,186
LAMBAYEQUE,2020-09-25,160
LIMA,2020-09-25,1747
LORETO,2020-09-25,57
MADRE DE DIOS,2020-09-25,45
MOQUEGUA,2020-09-25,89
PASCO,2020-09-25,27
PIURA,2020-09-25,189
PUNO,2020-09-25,241
SAN MARTIN,2020-09-25,101
TACNA,2020-09-25,79
TUMBES,2020-09-25,71
UCAYALI,2020-09-25,41
AMAZONAS,2020-09-26,80
ANCASH,2020-09-26,87
APURIMAC,2020-09-26,57
AREQUIPA,2020-09-26,322
AYACUCHO,2020-09-26,41
CAJAMARCA,2020-09-26,80
CALLAO,2020-09-26,96
CUSCO,2020-09-26,101
HUANCAVELICA,2020-09-26,58
HUANUCO,2020-09-26,70
ICA,2020-09-26,173
JUNIN,2020-09-26,178
LA LIBERTAD,2020-09-26,115
LAMBAYEQUE,2020-09-26,162
LIMA,2020-09-26,1354
LORETO,2020-09-26,21
MADRE DE DIOS,2020-09-26,38
MOQUEGUA,2020-09-26,39
PASCO,2020-09-26,25
PIURA,2020-09-26,130
PUNO,2020-09-26,165
SAN MARTIN,2020-09-26,65
TACNA,2020-09-26,47
TUMBES,2020-09-26,14
UCAYALI,2020-09-26,29
AMAZONAS,2020-09-27,33
ANCASH,2020-09-27,18
APURIMAC,2020-09-27,5
AREQUIPA,2020-09-27,34
AYACUCHO,2020-09-27,29
CAJAMARCA,2020-09-27,17
CALLAO,2020-09-27,20
CUSCO,2020-09-27,13
HUANCAVELICA,2020-09-27,16
HUANUCO,2020-09-27,26
ICA,2020-09-27,20
JUNIN,2020-09-27,54
LA LIBERTAD,2020-09-27,25
LAMBAYEQUE,2020-09-27,9
LIMA,2020-09-27,1109
LORETO,2020-09-27,9
MADRE DE DIOS,2020-09-27,5
MOQUEGUA,2020-09-27,6
PASCO,2020-09-27,44
PIURA,2020-09-27,35
PUNO,2020-09-27,24
SAN MARTIN,2020-09-27,27
TACNA,2020-09-27,6
TUMBES,2020-09-27,8
UCAYALI,2020-09-27,13
AMAZONAS,2020-09-28,29
ANCASH,2020-09-28,49
APURIMAC,2020-09-28,10
AREQUIPA,2020-09-28,61
AYACUCHO,2020-09-28,19
CAJAMARCA,2020-09-28,19
CALLAO,2020-09-28,102
CUSCO,2020-09-28,58
HUANCAVELICA,2020-09-28,4
HUANUCO,2020-09-28,15
ICA,2020-09-28,21
JUNIN,2020-09-28,33
LA LIBERTAD,2020-09-28,31
LAMBAYEQUE,2020-09-28,27
LIMA,2020-09-28,731
LORETO,2020-09-28,7
MADRE DE DIOS,2020-09-28,7
MOQUEGUA,2020-09-28,39
PASCO,2020-09-28,3
PIURA,2020-09-28,9
PUNO,2020-09-28,20
SAN MARTIN,2020-09-28,8
TACNA,2020-09-28,15
TUMBES,2020-09-28,7
UCAYALI,2020-09-28,1
