Department,Date,Active Cases
PIURA,2020-06-08,345
PUNO,2020-06-08,18
SAN MARTIN,2020-06-08,158
TACNA,2020-06-08,13
TUMBES,2020-06-08,59
UCAYALI,2020-06-08,198
AMAZONAS,2020-06-09,75
ANCASH,2020-06-09,127
APURIMAC,2020-06-09,14
AREQUIPA,2020-06-09,126
AYACUCHO,2020-06-09,32
CAJAMARCA,2020-06-09,44
CALLAO,2020-06-09,213
CUSCO,2020-06-09,37
HUANCAVELICA,2020-06-09,16
HUANUCO,2020-06-09,35
ICA,2020-06-09,152
JUNIN,2020-06-09,58
LA LIBERTAD,2020-06-09,259
LAMBAYEQUE,2020-06-09,200
LIMA,2020-06-09,2858
LORETO,2020-06-09,119
MADRE DE DIOS,2020-06-09,39
MOQUEGUA,2020-06-09,4
PASCO,2020-06-09,27
PIURA,2020-06-09,470
PUNO,2020-06-09,23
SAN MARTIN,2020-06-09,106
TACNA,2020-06-09,16
TUMBES,2020-06-09,71
UCAYALI,2020-06-09,209
AMAZONAS,2020-06-10,60
ANCASH,2020-06-10,134
APURIMAC,2020-06-10,5
AREQUIPA,2020-06-10,144
AYACUCHO,2020-06-10,20
CAJAMARCA,2020-06-10,47
CALLAO,2020-06-10,418
CUSCO,2020-06-10,35
HUANCAVELICA,2020-06-10,17
HUANUCO,2020-06-10,36
ICA,2020-06-10,190
JUNIN,2020-06-10,98
LA LIBERTAD,2020-06-10,327
LAMBAYEQUE,2020-06-10,256
LIMA,2020-06-10,2854
LORETO,2020-06-10,221
MADRE DE DIOS,2020-06-10,63
MOQUEGUA,2020-06-10,5
PASCO,2020-06-10,28
PIURA,2020-06-10,422
PUNO,2020-06-10,31
SAN MARTIN,2020-06-10,145
TACNA,2020-06-10,8
TUMBES,2020-06-10,68
UCAYALI,2020-06-10,117
AMAZONAS,2020-06-11,44
ANCASH,2020-06-11,135
APURIMAC,2020-06-11,13
AREQUIPA,2020-06-11,104
AYACUCHO,2020-06-11,38
CAJAMARCA,2020-06-11,50
CALLAO,2020-06-11,329
CUSCO,2020-06-11,19
HUANCAVELICA,2020-06-11,17
HUANUCO,2020-06-11,95
ICA,2020-06-11,169
JUNIN,2020-06-11,90
LA LIBERTAD,2020-06-11,210
LAMBAYEQUE,2020-06-11,229
LIMA,2020-06-11,2305
LORETO,2020-06-11,222
MADRE DE DIOS,2020-06-11,31
MOQUEGUA,2020-06-11,10
PASCO,2020-06-11,18
PIURA,2020-06-11,510
PUNO,2020-06-11,9
SAN MARTIN,2020-06-11,165
TACNA,2020-06-11,20
TUMBES,2020-06-11,84
UCAYALI,2020-06-11,183
AMAZONAS,2020-06-12,71
ANCASH,2020-06-12,120
APURIMAC,2020-06-12,13
AREQUIPA,2020-06-12,119
AYACUCHO,2020-06-12,37
CAJAMARCA,2020-06-12,68
CALLAO,2020-06-12,293
CUSCO,2020-06-12,48
HUANCAVELICA,2020-06-12,13
HUANUCO,2020-06-12,52
ICA,2020-06-12,188
JUNIN,2020-06-12,69
LA LIBERTAD,2020-06-12,223
LAMBAYEQUE,2020-06-12,283
LIMA,2020-06-12,1944
LORETO,2020-06-12,222
MADRE DE DIOS,2020-06-12,34
MOQUEGUA,2020-06-12,9
PASCO,2020-06-12,12
PIURA,2020-06-12,442
PUNO,2020-06-12,13
SAN MARTIN,2020-06-12,195
TACNA,2020-06-12,15
TUMBES,2020-06-12,70
UCAYALI,2020-06-12,150
AMAZONAS,2020-06-13,67
ANCASH,2020-06-13,146
APURIMAC,2020-06-13,3
AREQUIPA,2020-06-13,174
AYACUCHO,2020-06-13,60
CAJAMARCA,2020-06-13,55
CALLAO,2020-06-13,199
CUSCO,2020-06-13,18
HUANCAVELICA,2020-06-13,12
HUANUCO,2020-06-13,49
ICA,2020-06-13,153
JUNIN,2020-06-13,69
LA LIBERTAD,2020-06-13,203
LAMBAYEQUE,2020-06-13,204
LIMA,2020-06-13,2191
LORETO,2020-06-13,157
MADRE DE DIOS,2020-06-13,38
MOQUEGUA,2020-06-13,13
PASCO,2020-06-13,35
PIURA,2020-06-13,223
PUNO,2020-06-13,15
SAN MARTIN,2020-06-13,123
TACNA,2020-06-13,9
TUMBES,2020-06-13,53
UCAYALI,2020-06-13,239
AMAZONAS,2020-06-14,16
ANCASH,2020-06-14,90
APURIMAC,2020-06-14,1
AREQUIPA,2020-06-14,19
AYACUCHO,2020-06-14,8
CAJAMARCA,2020-06-14,23
CALLAO,2020-06-14,150
CUSCO,2020-06-14,9
HUANCAVELICA,2020-06-14,6
HUANUCO,2020-06-14,23
ICA,2020-06-14,28
JUNIN,2020-06-14,55
LA LIBERTAD,2020-06-14,72
LAMBAYEQUE,2020-06-14,39
LIMA,2020-06-14,1679
LORETO,2020-06-14,16
MADRE DE DIOS,2020-06-14,7
MOQUEGUA,2020-06-14,3
PASCO,2020-06-14,13
PIURA,2020-06-14,116
PUNO,2020-06-14,9
SAN MARTIN,2020-06-14,17
TACNA,2020-06-14,2
TUMBES,2020-06-14,17
UCAYALI,2020-06-14,30
AMAZONAS,2020-06-15,199
ANCASH,2020-06-15,113
APURIMAC,2020-06-15,4
AREQUIPA,2020-06-15,94
AYACUCHO,2020-06-15,60
CAJAMARCA,2020-06-15,45
CALLAO,2020-06-15,130
CUSCO,2020-06-15,15
HUANCAVELICA,2020-06-15,14
HUANUCO,2020-06-15,63
ICA,2020-06-15,124
JUNIN,2020-06-15,61
LA LIBERTAD,2020-06-15,221
LAMBAYEQUE,2020-06-15,179
LIMA,2020-06-15,2326
LORETO,2020-06-15,68
MADRE DE DIOS,2020-06-15,65
MOQUEGUA,2020-06-15,14
PASCO,2020-06-15,24
PIURA,2020-06-15,352
PUNO,2020-06-15,11
SAN MARTIN,2020-06-15,52
TACNA,2020-06-15,27
TUMBES,2020-06-15,83
UCAYALI,2020-06-15,44
AMAZONAS,2020-06-16,58
ANCASH,2020-06-16,121
APURIMAC,2020-06-16,1
AREQUIPA,2020-06-16,90
AYACUCHO,2020-06-16,28
CAJAMARCA,2020-06-16,15
CALLAO,2020-06-16,100
CUSCO,2020-06-16,13
HUANCAVELICA,2020-06-16,3
HUANUCO,2020-06-16,37
ICA,2020-06-16,89
JUNIN,2020-06-16,56
LA LIBERTAD,2020-06-16,127
LAMBAYEQUE,2020-06-16,127
LIMA,2020-06-16,1903
LORETO,2020-06-16,62
MADRE DE DIOS,2020-06-16,105
MOQUEGUA,2020-06-16,4
PASCO,2020-06-16,6
PIURA,2020-06-16,185
PUNO,2020-06-16,8
SAN MARTIN,2020-06-16,151
TACNA,2020-06-16,13
TUMBES,2020-06-16,69
UCAYALI,2020-06-16,45
AMAZONAS,2020-06-17,62
ANCASH,2020-06-17,100
APURIMAC,2020-06-17,8
AREQUIPA,2020-06-17,168
AYACUCHO,2020-06-17,41
CAJAMARCA,2020-06-17,57
CALLAO,2020-06-17,228
CUSCO,2020-06-17,22
HUANCAVELICA,2020-06-17,4
HUANUCO,2020-06-17,43
ICA,2020-06-17,172
JUNIN,2020-06-17,97
LA LIBERTAD,2020-06-17,250
LAMBAYEQUE,2020-06-17,201
LIMA,2020-06-17,1867
LORETO,2020-06-17,76
MADRE DE DIOS,2020-06-17,43
MOQUEGUA,2020-06-17,2
PASCO,2020-06-17,4
PIURA,2020-06-17,224
PUNO,2020-06-17,11
SAN MARTIN,2020-06-17,83
TACNA,2020-06-17,22
TUMBES,2020-06-17,95
UCAYALI,2020-06-17,53
AMAZONAS,2020-06-18,35
ANCASH,2020-06-18,127
APURIMAC,2020-06-18,6
AREQUIPA,2020-06-18,68
AYACUCHO,2020-06-18,43
CAJAMARCA,2020-06-18,58
CALLAO,2020-06-18,245
CUSCO,2020-06-18,13
HUANCAVELICA,2020-06-18,3
HUANUCO,2020-06-18,71
ICA,2020-06-18,79
JUNIN,2020-06-18,86
LA LIBERTAD,2020-06-18,142
LAMBAYEQUE,2020-06-18,164
LIMA,2020-06-18,1669
LORETO,2020-06-18,137
MADRE DE DIOS,2020-06-18,24
MOQUEGUA,2020-06-18,5
PASCO,2020-06-18,14
PIURA,2020-06-18,223
PUNO,2020-06-18,8
SAN MARTIN,2020-06-18,138
TACNA,2020-06-18,9
TUMBES,2020-06-18,44
UCAYALI,2020-06-18,49
AMAZONAS,2020-06-19,79
ANCASH,2020-06-19,104
APURIMAC,2020-06-19,4
AREQUIPA,2020-06-19,114
AYACUCHO,2020-06-19,77
CAJAMARCA,2020-06-19,48
CALLAO,2020-06-19,180
CUSCO,2020-06-19,21
HUANCAVELICA,2020-06-19,7
HUANUCO,2020-06-19,61
ICA,2020-06-19,106
JUNIN,2020-06-19,39
LA LIBERTAD,2020-06-19,218
LAMBAYEQUE,2020-06-19,179
LIMA,2020-06-19,1449
LORETO,2020-06-19,137
MADRE DE DIOS,2020-06-19,64
MOQUEGUA,2020-06-19,7
PASCO,2020-06-19,18
PIURA,2020-06-19,265
PUNO,2020-06-19,15
SAN MARTIN,2020-06-19,135
TACNA,2020-06-19,23
TUMBES,2020-06-19,39
UCAYALI,2020-06-19,132
AMAZONAS,2020-06-20,46
ANCASH,2020-06-20,104
APURIMAC,2020-06-20,26
AREQUIPA,2020-06-20,74
AYACUCHO,2020-06-20,22
CAJAMARCA,2020-06-20,54
CALLAO,2020-06-20,136
CUSCO,2020-06-20,35
HUANCAVELICA,2020-06-20,11
HUANUCO,2020-06-20,40
ICA,2020-06-20,124
JUNIN,2020-06-20,85
LA LIBERTAD,2020-06-20,193
LAMBAYEQUE,2020-06-20,107
LIMA,2020-06-20,1799
LORETO,2020-06-20,96
MADRE DE DIOS,2020-06-20,40
MOQUEGUA,2020-06-20,11
PASCO,2020-06-20,10
PIURA,2020-06-20,200
PUNO,2020-06-20,11
SAN MARTIN,2020-06-20,167
TACNA,2020-06-20,23
TUMBES,2020-06-20,67
UCAYALI,2020-06-20,65
AMAZONAS,2020-06-21,13
ANCASH,2020-06-21,59
APURIMAC,2020-06-21,25
AREQUIPA,2020-06-21,118
AYACUCHO,2020-06-21,12
CAJAMARCA,2020-06-21,15
CALLAO,2020-06-21,83
CUSCO,2020-06-21,1
HUANCAVELICA,2020-06-21,4
HUANUCO,2020-06-21,25
ICA,2020-06-21,44
JUNIN,2020-06-21,28
LA LIBERTAD,2020-06-21,69
LAMBAYEQUE,2020-06-21,50
LIMA,2020-06-21,652
LORETO,2020-06-21,15
MADRE DE DIOS,2020-06-21,5
MOQUEGUA,2020-06-21,4
PASCO,2020-06-21,1
PIURA,2020-06-21,41
PUNO,2020-06-21,12
SAN MARTIN,2020-06-21,17
TACNA,2020-06-21,1
TUMBES,2020-06-21,22
UCAYALI,2020-06-21,131
AMAZONAS,2020-06-22,46
ANCASH,2020-06-22,117
APURIMAC,2020-06-22,6
AREQUIPA,2020-06-22,115
AYACUCHO,2020-06-22,35
CAJAMARCA,2020-06-22,76
CALLAO,2020-06-22,126
CUSCO,2020-06-22,16
HUANCAVELICA,2020-06-22,6
HUANUCO,2020-06-22,34
ICA,2020-06-22,203
JUNIN,2020-06-22,92
LA LIBERTAD,2020-06-22,243
LAMBAYEQUE,2020-06-22,174
LIMA,2020-06-22,2215
LORETO,2020-06-22,255
MADRE DE DIOS,2020-06-22,42
MOQUEGUA,2020-06-22,4
PASCO,2020-06-22,7
PIURA,2020-06-22,235
PUNO,2020-06-22,23
SAN MARTIN,2020-06-22,175
TACNA,2020-06-22,11
TUMBES,2020-06-22,47
UCAYALI,2020-06-22,73
AMAZONAS,2020-06-23,46
ANCASH,2020-06-23,117
APURIMAC,2020-06-23,11
AREQUIPA,2020-06-23,188
AYACUCHO,2020-06-23,45
CAJAMARCA,2020-06-23,73
CALLAO,2020-06-23,90
CUSCO,2020-06-23,29
HUANCAVELICA,2020-06-23,13
HUANUCO,2020-06-23,46
ICA,2020-06-23,168
JUNIN,2020-06-23,76
LA LIBERTAD,2020-06-23,247
LAMBAYEQUE,2020-06-23,116
LIMA,2020-06-23,1841
LORETO,2020-06-23,128
MADRE DE DIOS,2020-06-23,56
MOQUEGUA,2020-06-23,11
PASCO,2020-06-23,13
PIURA,2020-06-23,200
PUNO,2020-06-23,19
SAN MARTIN,2020-06-23,169
TACNA,2020-06-23,13
TUMBES,2020-06-23,56
UCAYALI,2020-06-23,53
AMAZONAS,2020-06-24,174
ANCASH,2020-06-24,127
APURIMAC,2020-06-24,5
AREQUIPA,2020-06-24,231
AYACUCHO,2020-06-24,49
CAJAMARCA,2020-06-24,93
CALLAO,2020-06-24,94
CUSCO,2020-06-24,14
HUANCAVELICA,2020-06-24,19
HUANUCO,2020-06-24,75
ICA,2020-06-24,146
JUNIN,2020-06-24,62
LA LIBERTAD,2020-06-24,200
LAMBAYEQUE,2020-06-24,257
LIMA,2020-06-24,2037
LORETO,2020-06-24,37
MADRE DE DIOS,2020-06-24,43
MOQUEGUA,2020-06-24,22
PASCO,2020-06-24,11
PIURA,2020-06-24,178
PUNO,2020-06-24,15
SAN MARTIN,2020-06-24,182
TACNA,2020-06-24,18
TUMBES,2020-06-24,84
UCAYALI,2020-06-24,22
AMAZONAS,2020-06-25,59
ANCASH,2020-06-25,101
APURIMAC,2020-06-25,8
AREQUIPA,2020-06-25,154
AYACUCHO,2020-06-25,30
CAJAMARCA,2020-06-25,76
CALLAO,2020-06-25,179
CUSCO,2020-06-25,18
HUANCAVELICA,2020-06-25,11
HUANUCO,2020-06-25,59
ICA,2020-06-25,142
JUNIN,2020-06-25,102
LA LIBERTAD,2020-06-25,173
LAMBAYEQUE,2020-06-25,142
LIMA,2020-06-25,2158
LORETO,2020-06-25,65
MADRE DE DIOS,2020-06-25,77
MOQUEGUA,2020-06-25,12
PASCO,2020-06-25,13
PIURA,2020-06-25,207
PUNO,2020-06-25,4
SAN MARTIN,2020-06-25,240
TACNA,2020-06-25,28
TUMBES,2020-06-25,78
UCAYALI,2020-06-25,97
AMAZONAS,2020-06-26,52
ANCASH,2020-06-26,111
APURIMAC,2020-06-26,18
AREQUIPA,2020-06-26,166
AYACUCHO,2020-06-26,30
CAJAMARCA,2020-06-26,84
CALLAO,2020-06-26,207
CUSCO,2020-06-26,41
HUANCAVELICA,2020-06-26,4
HUANUCO,2020-06-26,52
ICA,2020-06-26,211
JUNIN,2020-06-26,90
LA LIBERTAD,2020-06-26,225
LAMBAYEQUE,2020-06-26,256
LIMA,2020-06-26,1924
LORETO,2020-06-26,88
MADRE DE DIOS,2020-06-26,78
MOQUEGUA,2020-06-26,15
PASCO,2020-06-26,20
PIURA,2020-06-26,242
PUNO,2020-06-26,23
SAN MARTIN,2020-06-26,298
TACNA,2020-06-26,32
TUMBES,2020-06-26,68
UCAYALI,2020-06-26,110
AMAZONAS,2020-06-27,55
ANCASH,2020-06-27,78
APURIMAC,2020-06-27,11
AREQUIPA,2020-06-27,273
AYACUCHO,2020-06-27,27
CAJAMARCA,2020-06-27,62
CALLAO,2020-06-27,108
CUSCO,2020-06-27,31
HUANCAVELICA,2020-06-27,21
HUANUCO,2020-06-27,99
ICA,2020-06-27,157
JUNIN,2020-06-27,82
LA LIBERTAD,2020-06-27,219
LAMBAYEQUE,2020-06-27,146
LIMA,2020-06-27,1458
LORETO,2020-06-27,44
MADRE DE DIOS,2020-06-27,106
MOQUEGUA,2020-06-27,12
PASCO,2020-06-27,15
PIURA,2020-06-27,150
PUNO,2020-06-27,17
SAN MARTIN,2020-06-27,208
TACNA,2020-06-27,18
TUMBES,2020-06-27,104
UCAYALI,2020-06-27,102
AMAZONAS,2020-06-28,28
ANCASH,2020-06-28,39
AREQUIPA,2020-06-28,58
AYACUCHO,2020-06-28,11
CAJAMARCA,2020-06-28,30
CALLAO,2020-06-28,30
CUSCO,2020-06-28,6
HUANCAVELICA,2020-06-28,8
HUANUCO,2020-06-28,81
ICA,2020-06-28,96
JUNIN,2020-06-28,85
LA LIBERTAD,2020-06-28,83
LAMBAYEQUE,2020-06-28,31
LIMA,2020-06-28,813
LORETO,2020-06-28,31
MADRE DE DIOS,2020-06-28,14
MOQUEGUA,2020-06-28,6
PASCO,2020-06-28,8
PIURA,2020-06-28,37
PUNO,2020-06-28,3
SAN MARTIN,2020-06-28,60
TACNA,2020-06-28,5
TUMBES,2020-06-28,30
UCAYALI,2020-06-28,23
AMAZONAS,2020-06-29,29
ANCASH,2020-06-29,129
APURIMAC,2020-06-29,4
AREQUIPA,2020-06-29,58
AYACUCHO,2020-06-29,33
CAJAMARCA,2020-06-29,57
CALLAO,2020-06-29,69
CUSCO,2020-06-29,29
HUANCAVELICA,2020-06-29,14
HUANUCO,2020-06-29,79
ICA,2020-06-29,133
JUNIN,2020-06-29,116
LA LIBERTAD,2020-06-29,113
LAMBAYEQUE,2020-06-29,57
LIMA,2020-06-29,1207
LORETO,2020-06-29,52
MADRE DE DIOS,2020-06-29,42
MOQUEGUA,2020-06-29,6
PASCO,2020-06-29,15
PIURA,2020-06-29,129
PUNO,2020-06-29,24
SAN MARTIN,2020-06-29,211
TACNA,2020-06-29,19
TUMBES,2020-06-29,90
UCAYALI,2020-06-29,42
AMAZONAS,2020-06-30,113
ANCASH,2020-06-30,132
APURIMAC,2020-06-30,8
AREQUIPA,2020-06-30,134
AYACUCHO,2020-06-30,43
CAJAMARCA,2020-06-30,93
CALLAO,2020-06-30,146
CUSCO,2020-06-30,27
HUANCAVELICA,2020-06-30,7
HUANUCO,2020-06-30,95
ICA,2020-06-30,102
JUNIN,2020-06-30,68
LA LIBERTAD,2020-06-30,267
LAMBAYEQUE,2020-06-30,135
LIMA,2020-06-30,1511
LORETO,2020-06-30,57
MADRE DE DIOS,2020-06-30,85
MOQUEGUA,2020-06-30,53
PASCO,2020-06-30,13
PIURA,2020-06-30,238
PUNO,2020-06-30,20
SAN MARTIN,2020-06-30,260
TACNA,2020-06-30,42
TUMBES,2020-06-30,147
UCAYALI,2020-06-30,107
AMAZONAS,2020-07-01,91
ANCASH,2020-07-01,145
APURIMAC,2020-07-01,6
AREQUIPA,2020-07-01,187
AYACUCHO,2020-07-01,32
CAJAMARCA,2020-07-01,66
CALLAO,2020-07-01,57
CUSCO,2020-07-01,18
HUANCAVELICA,2020-07-01,11
HUANUCO,2020-07-01,83
ICA,2020-07-01,182
JUNIN,2020-07-01,75
LA LIBERTAD,2020-07-01,170
LAMBAYEQUE,2020-07-01,133
LIMA,2020-07-01,1557
LORETO,2020-07-01,125
MADRE DE DIOS,2020-07-01,90
MOQUEGUA,2020-07-01,35
PASCO,2020-07-01,13
PIURA,2020-07-01,238
PUNO,2020-07-01,19
SAN MARTIN,2020-07-01,189
TACNA,2020-07-01,22
TUMBES,2020-07-01,67
UCAYALI,2020-07-01,145
AMAZONAS,2020-07-02,99
ANCASH,2020-07-02,125
APURIMAC,2020-07-02,9
AREQUIPA,2020-07-02,118
AYACUCHO,2020-07-02,49
CAJAMARCA,2020-07-02,159
CALLAO,2020-07-02,60
CUSCO,2020-07-02,36
HUANCAVELICA,2020-07-02,11
HUANUCO,2020-07-02,71
ICA,2020-07-02,173
JUNIN,2020-07-02,85
LA LIBERTAD,2020-07-02,217
LAMBAYEQUE,2020-07-02,114
LIMA,2020-07-02,1325
LORETO,2020-07-02,82
MADRE DE DIOS,2020-07-02,74
MOQUEGUA,2020-07-02,21
PASCO,2020-07-02,22
PIURA,2020-07-02,180
PUNO,2020-07-02,20
SAN MARTIN,2020-07-02,205
TACNA,2020-07-02,33
TUMBES,2020-07-02,124
UCAYALI,2020-07-02,48
AMAZONAS,2020-07-03,240
ANCASH,2020-07-03,136
APURIMAC,2020-07-03,8
AREQUIPA,2020-07-03,129
AYACUCHO,2020-07-03,26
CAJAMARCA,2020-07-03,95
CALLAO,2020-07-03,86
CUSCO,2020-07-03,27
HUANCAVELICA,2020-07-03,15
HUANUCO,2020-07-03,207
ICA,2020-07-03,184
JUNIN,2020-07-03,121
LA LIBERTAD,2020-07-03,234
LAMBAYEQUE,2020-07-03,153
LIMA,2020-07-03,1637
LORETO,2020-07-03,64
MADRE DE DIOS,2020-07-03,72
MOQUEGUA,2020-07-03,38
PASCO,2020-07-03,6
PIURA,2020-07-03,147
PUNO,2020-07-03,20
SAN MARTIN,2020-07-03,159
TACNA,2020-07-03,27
TUMBES,2020-07-03,56
UCAYALI,2020-07-03,139
AMAZONAS,2020-07-04,84
ANCASH,2020-07-04,127
APURIMAC,2020-07-04,5
AREQUIPA,2020-07-04,212
AYACUCHO,2020-07-04,48
CAJAMARCA,2020-07-04,113
CALLAO,2020-07-04,61
CUSCO,2020-07-04,45
HUANCAVELICA,2020-07-04,18
HUANUCO,2020-07-04,243
ICA,2020-07-04,176
JUNIN,2020-07-04,75
LA LIBERTAD,2020-07-04,200
LAMBAYEQUE,2020-07-04,88
LIMA,2020-07-04,1407
LORETO,2020-07-04,75
MADRE DE DIOS,2020-07-04,60
MOQUEGUA,2020-07-04,52
PASCO,2020-07-04,19
PIURA,2020-07-04,143
PUNO,2020-07-04,20
SAN MARTIN,2020-07-04,155
TACNA,2020-07-04,21
TUMBES,2020-07-04,42
UCAYALI,2020-07-04,57
AMAZONAS,2020-07-05,23
ANCASH,2020-07-05,47
APURIMAC,2020-07-05,3
AREQUIPA,2020-07-05,68
AYACUCHO,2020-07-05,14
CAJAMARCA,2020-07-05,99
CALLAO,2020-07-05,35
CUSCO,2020-07-05,26
HUANCAVELICA,2020-07-05,24
HUANUCO,2020-07-05,43
ICA,2020-07-05,134
JUNIN,2020-07-05,162
LA LIBERTAD,2020-07-05,43
LAMBAYEQUE,2020-07-05,38
LIMA,2020-07-05,1225
LORETO,2020-07-05,53
MADRE DE DIOS,2020-07-05,12
MOQUEGUA,2020-07-05,10
PASCO,2020-07-05,11
PIURA,2020-07-05,53
PUNO,2020-07-05,15
SAN MARTIN,2020-07-05,100
TACNA,2020-07-05,3
TUMBES,2020-07-05,30
UCAYALI,2020-07-05,48
AMAZONAS,2020-07-06,145
ANCASH,2020-07-06,170
APURIMAC,2020-07-06,6
AREQUIPA,2020-07-06,79
AYACUCHO,2020-07-06,51
CAJAMARCA,2020-07-06,151
CALLAO,2020-07-06,91
CUSCO,2020-07-06,40
HUANCAVELICA,2020-07-06,24
HUANUCO,2020-07-06,114
ICA,2020-07-06,193
JUNIN,2020-07-06,190
LA LIBERTAD,2020-07-06,177
LAMBAYEQUE,2020-07-06,153
LIMA,2020-07-06,1623
LORETO,2020-07-06,115
MADRE DE DIOS,2020-07-06,58
MOQUEGUA,2020-07-06,39
PASCO,2020-07-06,24
PIURA,2020-07-06,97
PUNO,2020-07-06,23
SAN MARTIN,2020-07-06,91
TACNA,2020-07-06,45
TUMBES,2020-07-06,47
UCAYALI,2020-07-06,101
AMAZONAS,2020-07-07,135
ANCASH,2020-07-07,199
APURIMAC,2020-07-07,11
AREQUIPA,2020-07-07,176
AYACUCHO,2020-07-07,45
CAJAMARCA,2020-07-07,168
CALLAO,2020-07-07,166
CUSCO,2020-07-07,38
HUANCAVELICA,2020-07-07,14
HUANUCO,2020-07-07,157
ICA,2020-07-07,162
JUNIN,2020-07-07,104
LA LIBERTAD,2020-07-07,190
LAMBAYEQUE,2020-07-07,106
LIMA,2020-07-07,1809
LORETO,2020-07-07,120
MADRE DE DIOS,2020-07-07,53
MOQUEGUA,2020-07-07,40
PASCO,2020-07-07,22
PIURA,2020-07-07,156
PUNO,2020-07-07,20
SAN MARTIN,2020-07-07,66
TACNA,2020-07-07,47
TUMBES,2020-07-07,38
UCAYALI,2020-07-07,103
AMAZONAS,2020-07-08,121
ANCASH,2020-07-08,88
APURIMAC,2020-07-08,2
AREQUIPA,2020-07-08,169
AYACUCHO,2020-07-08,58
CAJAMARCA,2020-07-08,139
CALLAO,2020-07-08,92
CUSCO,2020-07-08,28
HUANCAVELICA,2020-07-08,11
HUANUCO,2020-07-08,44
ICA,2020-07-08,100
JUNIN,2020-07-08,57
LA LIBERTAD,2020-07-08,117
LAMBAYEQUE,2020-07-08,159
LIMA,2020-07-08,1064
LORETO,2020-07-08,60
MADRE DE DIOS,2020-07-08,9
MOQUEGUA,2020-07-08,33
PASCO,2020-07-08,27
PIURA,2020-07-08,106
PUNO,2020-07-08,6
SAN MARTIN,2020-07-08,61
TACNA,2020-07-08,42
TUMBES,2020-07-08,30
UCAYALI,2020-07-08,56
AMAZONAS,2020-07-09,69
ANCASH,2020-07-09,50
APURIMAC,2020-07-09,3
AREQUIPA,2020-07-09,136
AYACUCHO,2020-07-09,33
CAJAMARCA,2020-07-09,66
CALLAO,2020-07-09,116
CUSCO,2020-07-09,25
HUANCAVELICA,2020-07-09,9
HUANUCO,2020-07-09,122
ICA,2020-07-09,116
JUNIN,2020-07-09,28
LA LIBERTAD,2020-07-09,128
LAMBAYEQUE,2020-07-09,52
LIMA,2020-07-09,1176
LORETO,2020-07-09,65
MADRE DE DIOS,2020-07-09,14
MOQUEGUA,2020-07-09,24
PASCO,2020-07-09,10
PIURA,2020-07-09,60
PUNO,2020-07-09,3
SAN MARTIN,2020-07-09,84
TACNA,2020-07-09,76
TUMBES,2020-07-09,43
UCAYALI,2020-07-09,48
AMAZONAS,2020-07-10,78
ANCASH,2020-07-10,151
APURIMAC,2020-07-10,14
AREQUIPA,2020-07-10,334
AYACUCHO,2020-07-10,71
CAJAMARCA,2020-07-10,183
CALLAO,2020-07-10,118
CUSCO,2020-07-10,94
HUANCAVELICA,2020-07-10,20
HUANUCO,2020-07-10,121
ICA,2020-07-10,192
JUNIN,2020-07-10,152
LA LIBERTAD,2020-07-10,305
LAMBAYEQUE,2020-07-10,162
LIMA,2020-07-10,1930
LORETO,2020-07-10,141
MADRE DE DIOS,2020-07-10,53
MOQUEGUA,2020-07-10,79
PASCO,2020-07-10,72
PIURA,2020-07-10,269
PUNO,2020-07-10,21
SAN MARTIN,2020-07-10,166
TACNA,2020-07-10,65
TUMBES,2020-07-10,75
UCAYALI,2020-07-10,164
AMAZONAS,2020-07-11,92
ANCASH,2020-07-11,189
APURIMAC,2020-07-11,28
AREQUIPA,2020-07-11,324
AYACUCHO,2020-07-11,50
CAJAMARCA,2020-07-11,171
CALLAO,2020-07-11,80
CUSCO,2020-07-11,88
HUANCAVELICA,2020-07-11,16
HUANUCO,2020-07-11,236
ICA,2020-07-11,155
JUNIN,2020-07-11,201
LA LIBERTAD,2020-07-11,204
LAMBAYEQUE,2020-07-11,114
LIMA,2020-07-11,1516
LORETO,2020-07-11,91
MADRE DE DIOS,2020-07-11,41
MOQUEGUA,2020-07-11,57
PASCO,2020-07-11,34
PIURA,2020-07-11,240
PUNO,2020-07-11,12
SAN MARTIN,2020-07-11,92
TACNA,2020-07-11,70
TUMBES,2020-07-11,76
UCAYALI,2020-07-11,113
AMAZONAS,2020-07-12,90
ANCASH,2020-07-12,103
APURIMAC,2020-07-12,1
AREQUIPA,2020-07-12,54
AYACUCHO,2020-07-12,23
CAJAMARCA,2020-07-12,102
CALLAO,2020-07-12,61
CUSCO,2020-07-12,13
HUANCAVELICA,2020-07-12,24
HUANUCO,2020-07-12,185
ICA,2020-07-12,56
JUNIN,2020-07-12,114
LA LIBERTAD,2020-07-12,74
LAMBAYEQUE,2020-07-12,41
LIMA,2020-07-12,1167
LORETO,2020-07-12,51
MADRE DE DIOS,2020-07-12,13
MOQUEGUA,2020-07-12,26
PASCO,2020-07-12,20
PIURA,2020-07-12,54
PUNO,2020-07-12,15
SAN MARTIN,2020-07-12,48
TACNA,2020-07-12,17
TUMBES,2020-07-12,17
UCAYALI,2020-07-12,36
AMAZONAS,2020-07-13,85
ANCASH,2020-07-13,55
APURIMAC,2020-07-13,1
AREQUIPA,2020-07-13,122
AYACUCHO,2020-07-13,39
CAJAMARCA,2020-07-13,98
CALLAO,2020-07-13,57
CUSCO,2020-07-13,82
HUANCAVELICA,2020-07-13,15
HUANUCO,2020-07-13,76
ICA,2020-07-13,97
